,Iteration,Time,Fitness,runner_name,schedule,Temperature
10639,127,1.733824722,11,SA,50,50
10640,128,1.733824722,10,SA,50,50
10641,129,1.733824722,11,SA,50,50
10642,130,1.733824722,12,SA,50,50
10643,131,1.733824722,11,SA,50,50
10644,132,1.733824722,10,SA,50,50
10645,133,1.733824722,9,SA,50,50
10646,134,1.733824722,9,SA,50,50
10647,135,1.733824722,10,SA,50,50
10648,136,1.733824722,11,SA,50,50
10649,137,1.733824722,10,SA,50,50
10650,138,1.733824722,11,SA,50,50
10651,139,1.733824722,10,SA,50,50
10652,140,1.733824722,11,SA,50,50
10653,141,1.733824722,12,SA,50,50
10654,142,1.733824722,11,SA,50,50
10655,143,1.733824722,10,SA,50,50
10656,144,1.733824722,11,SA,50,50
10657,145,1.733824722,10,SA,50,50
10658,146,1.733824722,9,SA,50,50
10659,147,1.733824722,8,SA,50,50
10660,148,1.733824722,9,SA,50,50
10661,149,1.733824722,8,SA,50,50
10662,150,1.733824722,9,SA,50,50
10663,151,1.733824722,8,SA,50,50
10664,152,1.733824722,7,SA,50,50
10665,153,1.733824722,8,SA,50,50
10666,154,1.733824722,9,SA,50,50
10667,155,1.733824722,8,SA,50,50
10668,156,1.733824722,7,SA,50,50
10669,157,1.733824722,8,SA,50,50
10670,158,1.733824722,8,SA,50,50
10671,159,1.733824722,9,SA,50,50
10672,160,1.733824722,10,SA,50,50
10673,161,1.733824722,9,SA,50,50
10674,162,1.733824722,10,SA,50,50
10675,163,1.733824722,11,SA,50,50
10676,164,1.733824722,10,SA,50,50
10677,165,1.733824722,9,SA,50,50
10678,166,1.733824722,8,SA,50,50
10679,167,1.733824722,8,SA,50,50
10680,168,1.733824722,7,SA,50,50
10681,169,1.733824722,6,SA,50,50
10682,170,1.733824722,6,SA,50,50
10683,171,1.733824722,7,SA,50,50
10684,172,1.733824722,6,SA,50,50
10685,173,1.733824722,7,SA,50,50
10686,174,1.733824722,6,SA,50,50
10687,175,1.733824722,7,SA,50,50
10688,176,1.733824722,8,SA,50,50
10689,177,1.733824722,7,SA,50,50
10690,178,1.733824722,6,SA,50,50
10691,179,1.733824722,6,SA,50,50
10692,180,1.733824722,7,SA,50,50
10693,181,1.733824722,8,SA,50,50
10694,182,1.733824722,8,SA,50,50
10695,183,1.733824722,7,SA,50,50
10696,184,1.733824722,6,SA,50,50
10697,185,1.733824722,5,SA,50,50
10698,186,1.733824722,6,SA,50,50
10699,187,1.733824722,7,SA,50,50
10700,188,1.733824722,8,SA,50,50
10701,189,1.733824722,7,SA,50,50
10702,190,1.733824722,6,SA,50,50
10703,191,1.733824722,7,SA,50,50
10704,192,1.733824722,8,SA,50,50
10705,193,1.733824722,9,SA,50,50
10706,194,1.733824722,10,SA,50,50
10707,195,1.733824722,9,SA,50,50
10708,196,1.733824722,8,SA,50,50
10709,197,1.733824722,9,SA,50,50
10710,198,1.733824722,10,SA,50,50
10711,199,1.733824722,9,SA,50,50
10712,200,1.733824722,8,SA,50,50
10713,201,1.733824722,9,SA,50,50
10714,202,1.733824722,8,SA,50,50
10715,203,1.733824722,9,SA,50,50
10716,204,1.733824722,8,SA,50,50
10717,205,1.733824722,9,SA,50,50
10718,206,1.733824722,8,SA,50,50
10719,207,1.733824722,8,SA,50,50
10720,208,1.733824722,9,SA,50,50
10721,209,1.733824722,10,SA,50,50
10722,210,1.733824722,9,SA,50,50
10723,211,1.733824722,10,SA,50,50
10724,212,1.733824722,9,SA,50,50
10725,213,1.733824722,10,SA,50,50
10726,214,1.733824722,9,SA,50,50
10727,215,1.733824722,8,SA,50,50
10728,216,1.733824722,7,SA,50,50
10729,217,1.733824722,8,SA,50,50
10730,218,1.733824722,7,SA,50,50
10731,219,1.733824722,8,SA,50,50
10732,220,1.733824722,9,SA,50,50
10733,221,1.733824722,8,SA,50,50
10734,222,1.733824722,9,SA,50,50
10735,223,1.733824722,10,SA,50,50
10736,224,1.733824722,9,SA,50,50
10737,225,1.733824722,8,SA,50,50
10738,226,1.733824722,9,SA,50,50
10739,227,1.733824722,9,SA,50,50
10740,228,1.733824722,10,SA,50,50
10741,229,1.733824722,9,SA,50,50
10742,230,1.733824722,10,SA,50,50
10743,231,1.733824722,9,SA,50,50
10744,232,1.733824722,9,SA,50,50
10745,233,1.733824722,8,SA,50,50
10746,234,1.733824722,7,SA,50,50
10747,235,1.733824722,8,SA,50,50
10748,236,1.733824722,9,SA,50,50
10749,237,1.733824722,8,SA,50,50
10750,238,1.733824722,7,SA,50,50
10751,239,1.733824722,6,SA,50,50
10752,240,1.733824722,5,SA,50,50
10753,241,1.733824722,4,SA,50,50
10754,242,1.733824722,3,SA,50,50
10755,243,1.733824722,4,SA,50,50
10756,244,1.733824722,3,SA,50,50
10757,245,1.733824722,4,SA,50,50
10758,246,1.733824722,5,SA,50,50
10759,247,1.733824722,6,SA,50,50
10760,248,1.733824722,5,SA,50,50
10761,249,1.733824722,6,SA,50,50
10762,250,1.733824722,7,SA,50,50
10763,251,1.733824722,6,SA,50,50
10764,252,1.733824722,7,SA,50,50
10765,253,1.733824722,8,SA,50,50
10766,254,1.733824722,9,SA,50,50
10767,255,1.733824722,10,SA,50,50
10768,256,1.733824722,10,SA,50,50
10769,257,1.733824722,9,SA,50,50
10770,258,1.733824722,10,SA,50,50
10771,259,1.733824722,9,SA,50,50
10772,260,1.733824722,10,SA,50,50
10773,261,1.733824722,10,SA,50,50
10774,262,1.733824722,9,SA,50,50
10775,263,1.733824722,10,SA,50,50
10776,264,1.733824722,10,SA,50,50
10777,265,1.733824722,11,SA,50,50
10778,266,1.733824722,12,SA,50,50
10779,267,1.733824722,11,SA,50,50
10780,268,1.733824722,12,SA,50,50
10781,269,1.733824722,11,SA,50,50
10782,270,1.733824722,10,SA,50,50
10783,271,1.733824722,9,SA,50,50
10784,272,1.733824722,8,SA,50,50
10785,273,1.733824722,8,SA,50,50
10786,274,1.733824722,7,SA,50,50
10787,275,1.733824722,8,SA,50,50
10788,276,1.733824722,9,SA,50,50
10789,277,1.733824722,8,SA,50,50
10790,278,1.733824722,9,SA,50,50
10791,279,1.733824722,9,SA,50,50
10792,280,1.733824722,10,SA,50,50
10793,281,1.733824722,9,SA,50,50
10794,282,1.733824722,8,SA,50,50
10795,283,1.733824722,9,SA,50,50
10796,284,1.733824722,10,SA,50,50
10797,285,1.733824722,11,SA,50,50
10798,286,1.733824722,12,SA,50,50
10799,287,1.733824722,13,SA,50,50
10800,288,1.733824722,12,SA,50,50
10801,289,1.733824722,11,SA,50,50
10802,290,1.733824722,10,SA,50,50
10803,291,1.733824722,9,SA,50,50
10804,292,1.733824722,10,SA,50,50
10805,293,1.733824722,11,SA,50,50
10806,294,1.733824722,12,SA,50,50
10807,295,1.733824722,12,SA,50,50
10808,296,1.733824722,11,SA,50,50
10809,297,1.733824722,11,SA,50,50
10810,298,1.733824722,10,SA,50,50
10811,299,1.733824722,11,SA,50,50
10812,300,1.733824722,10,SA,50,50
10813,301,1.733824722,9,SA,50,50
10814,302,1.733824722,8,SA,50,50
10815,303,1.733824722,9,SA,50,50
10816,304,1.733824722,8,SA,50,50
10817,305,1.733824722,7,SA,50,50
10818,306,1.733824722,8,SA,50,50
10819,307,1.733824722,7,SA,50,50
10820,308,1.733824722,8,SA,50,50
10821,309,1.733824722,9,SA,50,50
10822,310,1.733824722,10,SA,50,50
10823,311,1.733824722,11,SA,50,50
10824,312,1.733824722,11,SA,50,50
10825,313,1.733824722,12,SA,50,50
10826,314,1.733824722,12,SA,50,50
10827,315,1.733824722,11,SA,50,50
10828,316,1.733824722,10,SA,50,50
10829,317,1.733824722,10,SA,50,50
10830,318,1.733824722,9,SA,50,50
10831,319,1.733824722,8,SA,50,50
10832,320,1.733824722,7,SA,50,50
10833,321,1.733824722,8,SA,50,50
10834,322,1.733824722,9,SA,50,50
10835,323,1.733824722,10,SA,50,50
10836,324,1.733824722,10,SA,50,50
10837,325,1.733824722,11,SA,50,50
10838,326,1.733824722,10,SA,50,50
10839,327,1.733824722,11,SA,50,50
10840,328,1.733824722,12,SA,50,50
10841,329,1.733824722,12,SA,50,50
10842,330,1.733824722,11,SA,50,50
10843,331,1.733824722,10,SA,50,50
10844,332,1.733824722,10,SA,50,50
10845,333,1.733824722,10,SA,50,50
10846,334,1.733824722,9,SA,50,50
10847,335,1.733824722,8,SA,50,50
10848,336,1.733824722,7,SA,50,50
10849,337,1.733824722,6,SA,50,50
10850,338,1.733824722,7,SA,50,50
10851,339,1.733824722,8,SA,50,50
10852,340,1.733824722,9,SA,50,50
10853,341,1.733824722,10,SA,50,50
10854,342,1.733824722,9,SA,50,50
10855,343,1.733824722,10,SA,50,50
10856,344,1.733824722,11,SA,50,50
10857,345,1.733824722,11,SA,50,50
10858,346,1.733824722,11,SA,50,50
10859,347,1.733824722,11,SA,50,50
10860,348,1.733824722,11,SA,50,50
10861,349,1.733824722,12,SA,50,50
10862,350,1.733824722,12,SA,50,50
10863,351,1.733824722,11,SA,50,50
10864,352,1.733824722,11,SA,50,50
10865,353,1.733824722,12,SA,50,50
10866,354,1.733824722,13,SA,50,50
10867,355,1.733824722,13,SA,50,50
10868,356,1.733824722,12,SA,50,50
10869,357,1.733824722,11,SA,50,50
10870,358,1.733824722,12,SA,50,50
10871,359,1.733824722,13,SA,50,50
10872,360,1.733824722,12,SA,50,50
10873,361,1.733824722,13,SA,50,50
10874,362,1.733824722,13,SA,50,50
10875,363,1.733824722,13,SA,50,50
10876,364,1.733824722,13,SA,50,50
10877,365,1.733824722,12,SA,50,50
10878,366,1.733824722,12,SA,50,50
10879,367,1.733824722,12,SA,50,50
10880,368,1.733824722,12,SA,50,50
10881,369,1.733824722,12,SA,50,50
10882,370,1.733824722,12,SA,50,50
10883,371,1.733824722,11,SA,50,50
10884,372,1.733824722,11,SA,50,50
10885,373,1.733824722,12,SA,50,50
10886,374,1.733824722,11,SA,50,50
10887,375,1.733824722,10,SA,50,50
10888,376,1.733824722,11,SA,50,50
10889,377,1.733824722,11,SA,50,50
10890,378,1.733824722,11,SA,50,50
10891,379,1.733824722,12,SA,50,50
10892,380,1.733824722,12,SA,50,50
10893,381,1.733824722,12,SA,50,50
10894,382,1.733824722,12,SA,50,50
10895,383,1.733824722,12,SA,50,50
10896,384,1.733824722,13,SA,50,50
10897,385,1.733824722,12,SA,50,50
10898,386,1.733824722,11,SA,50,50
10899,387,1.733824722,10,SA,50,50
10900,388,1.733824722,9,SA,50,50
10901,389,1.733824722,8,SA,50,50
10902,390,1.733824722,9,SA,50,50
10903,391,1.733824722,9,SA,50,50
10904,392,1.733824722,8,SA,50,50
10905,393,1.733824722,8,SA,50,50
10906,394,1.733824722,8,SA,50,50
10907,395,1.733824722,9,SA,50,50
10908,396,1.733824722,10,SA,50,50
10909,397,1.733824722,11,SA,50,50
10910,398,1.733824722,12,SA,50,50
10911,399,1.733824722,12,SA,50,50
10912,400,1.733824722,12,SA,50,50
10913,401,1.733824722,11,SA,50,50
10914,402,1.733824722,11,SA,50,50
10915,403,1.733824722,12,SA,50,50
10916,404,1.733824722,12,SA,50,50
10917,405,1.733824722,13,SA,50,50
10918,406,1.733824722,14,SA,50,50
10919,407,1.733824722,13,SA,50,50
10920,408,1.733824722,12,SA,50,50
10921,409,1.733824722,11,SA,50,50
10922,410,1.733824722,11,SA,50,50
10923,411,1.733824722,11,SA,50,50
10924,412,1.733824722,12,SA,50,50
10925,413,1.733824722,11,SA,50,50
10926,414,1.733824722,11,SA,50,50
10927,415,1.733824722,12,SA,50,50
10928,416,1.733824722,12,SA,50,50
10929,417,1.733824722,11,SA,50,50
10930,418,1.733824722,11,SA,50,50
10931,419,1.733824722,12,SA,50,50
10932,420,1.733824722,13,SA,50,50
10933,421,1.733824722,13,SA,50,50
10934,422,1.733824722,12,SA,50,50
10935,423,1.733824722,12,SA,50,50
10936,424,1.733824722,11,SA,50,50
10937,425,1.733824722,11,SA,50,50
10938,426,1.733824722,12,SA,50,50
10939,427,1.733824722,11,SA,50,50
10940,428,1.733824722,11,SA,50,50
10941,429,1.733824722,12,SA,50,50
10942,430,1.733824722,13,SA,50,50
10943,431,1.733824722,12,SA,50,50
10944,432,1.733824722,11,SA,50,50
10945,433,1.733824722,12,SA,50,50
10946,434,1.733824722,12,SA,50,50
10947,435,1.733824722,11,SA,50,50
10948,436,1.733824722,11,SA,50,50
10949,437,1.733824722,12,SA,50,50
10950,438,1.733824722,12,SA,50,50
10951,439,1.733824722,13,SA,50,50
10952,440,1.733824722,13,SA,50,50
10953,441,1.733824722,13,SA,50,50
10954,442,1.733824722,14,SA,50,50
10955,443,1.733824722,14,SA,50,50
10956,444,1.733824722,13,SA,50,50
10957,445,1.733824722,12,SA,50,50
10958,446,1.733824722,11,SA,50,50
10959,447,1.733824722,11,SA,50,50
10960,448,1.733824722,12,SA,50,50
10961,449,1.733824722,13,SA,50,50
10962,450,1.733824722,13,SA,50,50
10963,451,1.733824722,13,SA,50,50
10964,452,1.733824722,13,SA,50,50
10965,453,1.733824722,12,SA,50,50
10966,454,1.733824722,12,SA,50,50
10967,455,1.733824722,11,SA,50,50
10968,456,1.733824722,11,SA,50,50
10969,457,1.733824722,11,SA,50,50
10970,458,1.733824722,11,SA,50,50
10971,459,1.733824722,11,SA,50,50
10972,460,1.733824722,11,SA,50,50
10973,461,1.733824722,10,SA,50,50
10974,462,1.733824722,10,SA,50,50
10975,463,1.733824722,10,SA,50,50
10976,464,1.733824722,10,SA,50,50
10977,465,1.733824722,11,SA,50,50
10978,466,1.733824722,11,SA,50,50
10979,467,1.733824722,11,SA,50,50
10980,468,1.733824722,12,SA,50,50
10981,469,1.733824722,12,SA,50,50
10982,470,1.733824722,12,SA,50,50
10983,471,1.733824722,13,SA,50,50
10984,472,1.733824722,12,SA,50,50
10985,473,1.733824722,11,SA,50,50
10986,474,1.733824722,10,SA,50,50
10987,475,1.733824722,9,SA,50,50
10988,476,1.733824722,10,SA,50,50
10989,477,1.733824722,11,SA,50,50
10990,478,1.733824722,12,SA,50,50
10991,479,1.733824722,13,SA,50,50
10992,480,1.733824722,13,SA,50,50
10993,481,1.733824722,13,SA,50,50
10994,482,1.733824722,13,SA,50,50
10995,483,1.733824722,13,SA,50,50
10996,484,1.733824722,12,SA,50,50
10997,485,1.733824722,13,SA,50,50
10998,486,1.733824722,13,SA,50,50
10999,487,1.733824722,13,SA,50,50
11000,488,1.733824722,14,SA,50,50
11001,489,1.733824722,14,SA,50,50
11002,490,1.733824722,14,SA,50,50
11003,491,1.733824722,14,SA,50,50
11004,492,1.733824722,14,SA,50,50
11005,493,1.733824722,14,SA,50,50
11006,494,1.733824722,13,SA,50,50
11007,495,1.733824722,12,SA,50,50
11008,496,1.733824722,12,SA,50,50
11009,497,1.733824722,12,SA,50,50
11010,498,1.733824722,13,SA,50,50
11011,499,1.733824722,13,SA,50,50
11012,500,1.733824722,13,SA,50,50
11013,501,1.733824722,13,SA,50,50
11014,502,1.733824722,14,SA,50,50
11015,503,1.733824722,14,SA,50,50
11016,504,1.733824722,14,SA,50,50
11017,505,1.733824722,15,SA,50,50
11018,506,1.733824722,15,SA,50,50
11019,507,1.733824722,15,SA,50,50
11020,508,1.733824722,15,SA,50,50
11021,509,1.733824722,15,SA,50,50
11022,510,1.733824722,15,SA,50,50
11023,511,1.733824722,15,SA,50,50
11024,512,1.733824722,15,SA,50,50
11025,513,1.733824722,15,SA,50,50
11026,514,1.733824722,15,SA,50,50
11027,515,1.733824722,15,SA,50,50
11028,516,1.733824722,15,SA,50,50
11029,517,1.733824722,15,SA,50,50
11030,518,1.733824722,15,SA,50,50
11031,519,1.733824722,15,SA,50,50
11032,520,1.733824722,15,SA,50,50
11033,521,1.733824722,15,SA,50,50
11034,522,1.733824722,15,SA,50,50
11035,523,1.733824722,15,SA,50,50
11036,524,1.733824722,15,SA,50,50
11037,525,1.733824722,15,SA,50,50
11038,526,1.733824722,15,SA,50,50
11039,527,1.733824722,15,SA,50,50
11040,528,1.733824722,15,SA,50,50
11041,529,1.733824722,16,SA,50,50
11042,530,1.733824722,16,SA,50,50
11043,531,1.733824722,16,SA,50,50
11044,532,1.733824722,16,SA,50,50
11045,533,1.733824722,16,SA,50,50
11046,534,1.733824722,16,SA,50,50
11047,535,1.733824722,16,SA,50,50
11048,536,1.733824722,16,SA,50,50
11049,537,1.733824722,16,SA,50,50
11050,538,1.733824722,16,SA,50,50
11051,539,1.733824722,16,SA,50,50
11052,540,1.733824722,16,SA,50,50
11053,541,1.733824722,16,SA,50,50
11054,542,1.733824722,16,SA,50,50
11055,543,1.733824722,16,SA,50,50
11056,544,1.733824722,16,SA,50,50
11057,545,1.733824722,16,SA,50,50
11058,546,1.733824722,16,SA,50,50
11059,547,1.733824722,16,SA,50,50
11060,548,1.733824722,16,SA,50,50
11061,549,1.733824722,16,SA,50,50
11062,550,1.733824722,16,SA,50,50
11063,551,1.733824722,16,SA,50,50
11064,552,1.733824722,16,SA,50,50
11065,553,1.733824722,16,SA,50,50
11066,554,1.733824722,16,SA,50,50
11067,555,1.733824722,16,SA,50,50
11068,556,1.733824722,16,SA,50,50
11069,557,1.733824722,16,SA,50,50
11070,558,1.733824722,16,SA,50,50
11071,559,1.733824722,16,SA,50,50
11072,560,1.733824722,16,SA,50,50
11073,561,1.733824722,16,SA,50,50
11074,562,1.733824722,16,SA,50,50
11075,563,1.733824722,16,SA,50,50
11076,564,1.733824722,16,SA,50,50
11077,565,1.733824722,16,SA,50,50
11078,566,1.733824722,16,SA,50,50
11079,567,1.733824722,16,SA,50,50
11080,568,1.733824722,16,SA,50,50
11081,569,1.733824722,16,SA,50,50
11082,570,1.733824722,16,SA,50,50
11083,571,1.733824722,16,SA,50,50
11084,572,1.733824722,16,SA,50,50
11085,573,1.733824722,16,SA,50,50
11086,574,1.733824722,16,SA,50,50
11087,575,1.733824722,16,SA,50,50
11088,576,1.733824722,16,SA,50,50
11089,577,1.733824722,16,SA,50,50
11090,578,1.733824722,16,SA,50,50
11091,579,1.733824722,16,SA,50,50
11092,580,1.733824722,16,SA,50,50
11093,581,1.733824722,16,SA,50,50
11094,582,1.733824722,16,SA,50,50
11095,583,1.733824722,16,SA,50,50
11096,584,1.733824722,16,SA,50,50
11097,585,1.733824722,16,SA,50,50
11098,586,1.733824722,16,SA,50,50
11099,587,1.733824722,16,SA,50,50
11100,588,1.733824722,16,SA,50,50
11101,589,1.733824722,16,SA,50,50
11102,590,1.733824722,16,SA,50,50
11103,591,1.733824722,16,SA,50,50
11104,592,1.733824722,16,SA,50,50
11105,593,1.733824722,16,SA,50,50
11106,594,1.733824722,16,SA,50,50
11107,595,1.733824722,16,SA,50,50
11108,596,1.733824722,16,SA,50,50
11109,597,1.733824722,16,SA,50,50
11110,598,1.733824722,16,SA,50,50
11111,599,1.733824722,16,SA,50,50
11112,600,1.733824722,16,SA,50,50
11113,601,1.733824722,16,SA,50,50
11114,602,1.733824722,16,SA,50,50
11115,603,1.733824722,16,SA,50,50
11116,604,1.733824722,16,SA,50,50
11117,605,1.733824722,16,SA,50,50
11118,606,1.733824722,16,SA,50,50
11119,607,1.733824722,16,SA,50,50
11120,608,1.733824722,16,SA,50,50
11121,609,1.733824722,16,SA,50,50
11122,610,1.733824722,16,SA,50,50
11123,611,1.733824722,16,SA,50,50
11124,612,1.733824722,16,SA,50,50
11125,613,1.733824722,16,SA,50,50
11126,614,1.733824722,16,SA,50,50
11127,615,1.733824722,16,SA,50,50
11128,616,1.733824722,16,SA,50,50
11129,617,1.733824722,16,SA,50,50
11130,618,1.733824722,16,SA,50,50
11131,619,1.733824722,16,SA,50,50
11132,620,1.733824722,16,SA,50,50
11133,621,1.733824722,16,SA,50,50
11134,622,1.733824722,16,SA,50,50
11135,623,1.733824722,16,SA,50,50
11136,624,1.733824722,16,SA,50,50
11137,625,1.733824722,16,SA,50,50
11138,626,1.733824722,16,SA,50,50
11139,627,1.733824722,16,SA,50,50
11140,628,1.733824722,16,SA,50,50
11141,629,1.733824722,16,SA,50,50
11142,630,1.733824722,16,SA,50,50
11143,631,1.733824722,16,SA,50,50
11144,632,1.733824722,16,SA,50,50
11145,633,1.733824722,16,SA,50,50
11146,634,1.733824722,16,SA,50,50
11147,635,1.733824722,16,SA,50,50
11148,636,1.733824722,16,SA,50,50
11149,637,1.733824722,16,SA,50,50
11150,638,1.733824722,16,SA,50,50
11151,639,1.733824722,16,SA,50,50
11152,640,1.733824722,16,SA,50,50
11153,641,1.733824722,16,SA,50,50
11154,642,1.733824722,16,SA,50,50
11155,643,1.733824722,16,SA,50,50
11156,644,1.733824722,16,SA,50,50
11157,645,1.733824722,16,SA,50,50
11158,646,1.733824722,16,SA,50,50
11159,647,1.733824722,16,SA,50,50
11160,648,1.733824722,16,SA,50,50
11161,649,1.733824722,16,SA,50,50
11162,650,1.733824722,16,SA,50,50
11163,651,1.733824722,16,SA,50,50
11164,652,1.733824722,16,SA,50,50
11165,653,1.733824722,16,SA,50,50
11166,654,1.733824722,16,SA,50,50
11167,655,1.733824722,16,SA,50,50
11168,656,1.733824722,16,SA,50,50
11169,657,1.733824722,16,SA,50,50
11170,658,1.733824722,16,SA,50,50
11171,659,1.733824722,16,SA,50,50
11172,660,1.733824722,16,SA,50,50
11173,661,1.733824722,16,SA,50,50
11174,662,1.733824722,16,SA,50,50
11175,663,1.733824722,16,SA,50,50
11176,664,1.733824722,16,SA,50,50
11177,665,1.733824722,16,SA,50,50
11178,666,1.733824722,16,SA,50,50
11179,667,1.733824722,16,SA,50,50
11180,668,1.733824722,16,SA,50,50
11181,669,1.733824722,16,SA,50,50
11182,670,1.733824722,16,SA,50,50
11183,671,1.733824722,16,SA,50,50
11184,672,1.733824722,16,SA,50,50
11185,673,1.733824722,16,SA,50,50
11186,674,1.733824722,16,SA,50,50
11187,675,1.733824722,16,SA,50,50
11188,676,1.733824722,16,SA,50,50
11189,677,1.733824722,16,SA,50,50
11190,678,1.733824722,16,SA,50,50
11191,679,1.733824722,16,SA,50,50
11192,680,1.733824722,16,SA,50,50
11193,681,1.733824722,16,SA,50,50
11194,682,1.733824722,16,SA,50,50
11195,683,1.733824722,16,SA,50,50
11196,684,1.733824722,16,SA,50,50
11197,685,1.733824722,16,SA,50,50
11198,686,1.733824722,16,SA,50,50
11199,687,1.733824722,16,SA,50,50
11200,688,1.733824722,16,SA,50,50
11201,689,1.733824722,16,SA,50,50
11202,690,1.733824722,16,SA,50,50
11203,691,1.733824722,16,SA,50,50
11204,692,1.733824722,16,SA,50,50
11205,693,1.733824722,16,SA,50,50
11206,694,1.733824722,16,SA,50,50
11207,695,1.733824722,16,SA,50,50
11208,696,1.733824722,16,SA,50,50
