,Iterations,Fitness,Time,State,runner_name,schedule,Temperature
0,1,9.0,0.0026272670000002663,[1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1],SA,1,1
1,2,10.0,0.0032776899999999998,[1 0 1 1 0 0 1 1 0 1 1 0 1 1 0 1],SA,1,1
2,4,12.0,0.003844552999999973,[1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1],SA,1,1
3,8,11.0,0.004615835000000068,[1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 1],SA,1,1
4,16,11.0,0.005644780999999988,[1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1],SA,1,1
5,32,12.0,0.00728637100000018,[0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1],SA,1,1
6,64,15.0,0.010372235000000174,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
7,128,16.0,0.015962861999999856,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
8,256,16.0,0.027527587000000242,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
9,512,16.0,0.05629177799999985,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
10,1024,16.0,0.12631188699999996,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
11,2048,16.0,0.33807636399999996,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
12,4096,16.0,0.994325436,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
13,8192,16.0,1.4704353860000001,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SA,1,1
14,1,8.0,0.00032066099999994435,[1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1],SA,10,10
15,2,9.0,0.0007696990000001236,[1 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1],SA,10,10
16,4,11.0,0.0012615570000003018,[1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1],SA,10,10
17,8,8.0,0.0019456620000006808,[1 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0],SA,10,10
18,16,8.0,0.0029709609999999387,[1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1],SA,10,10
19,32,10.0,0.004875361999999939,[1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0],SA,10,10
20,64,8.0,0.008104220000000772,[1 1 0 0 1 1 1 0 0 0 0 1 0 0 1 1],SA,10,10
21,128,7.0,0.014736715000000622,[1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0],SA,10,10
