,Iteration,Time,Fitness,runner_name,pop_size,mutation_prob,Population Size,Mutation Rate
90,90,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
91,91,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
92,92,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
93,93,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
94,94,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
95,95,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
96,96,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
97,97,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
98,98,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
99,99,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
100,100,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
101,101,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
102,102,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
103,103,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
104,104,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
105,105,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
106,106,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
107,107,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
108,108,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
109,109,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
110,110,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
111,111,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
112,112,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
113,113,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
114,114,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
115,115,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
116,116,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
117,117,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
118,118,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
119,119,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
120,120,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
121,121,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
122,122,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
123,123,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
124,124,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
125,125,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
126,126,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
127,127,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
128,128,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
129,129,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
130,130,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
131,131,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
132,132,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
133,133,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
134,134,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
135,135,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
136,136,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
137,137,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
138,138,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
139,139,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
140,140,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
141,141,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
142,142,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
143,143,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
144,144,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
145,145,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
146,146,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
147,147,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
148,148,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
149,149,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
150,150,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
151,151,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
152,152,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
153,153,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
154,154,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
155,155,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
156,156,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
157,157,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
158,158,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
159,159,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
160,160,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
161,161,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
162,162,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
163,163,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
164,164,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
165,165,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
166,166,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
167,167,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
168,168,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
169,169,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
170,170,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
171,171,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
172,172,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
173,173,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
174,174,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
175,175,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
176,176,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
177,177,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
178,178,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
179,179,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
180,180,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
181,181,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
182,182,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
183,183,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
184,184,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
185,185,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
186,186,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
187,187,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
188,188,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
189,189,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
190,190,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
191,191,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
192,192,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
193,193,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
194,194,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
195,195,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
196,196,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
197,197,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
198,198,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
199,199,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
200,200,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
201,201,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
202,202,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
203,203,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
204,204,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
205,205,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
206,206,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
207,207,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
208,208,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
209,209,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
210,210,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
211,211,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
212,212,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
213,213,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
214,214,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
215,215,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
216,216,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
217,217,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
218,218,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
219,219,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
220,220,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
221,221,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
222,222,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
223,223,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
224,224,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
225,225,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
226,226,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
227,227,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
228,228,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
229,229,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
230,230,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
231,231,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
232,232,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
233,233,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
234,234,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
235,235,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
236,236,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
237,237,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
238,238,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
239,239,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
240,240,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
241,241,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
242,242,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
243,243,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
244,244,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
245,245,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
246,246,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
247,247,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
248,248,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
249,249,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
250,250,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
251,251,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
252,252,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
253,253,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
254,254,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
255,255,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
256,256,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
257,257,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
258,258,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
259,259,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
260,260,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
261,261,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
262,262,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
263,263,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
264,264,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
265,265,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
266,266,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
267,267,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
268,268,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
269,269,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
270,270,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
271,271,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
272,272,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
273,273,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
274,274,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
275,275,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
276,276,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
277,277,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
278,278,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
279,279,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
280,280,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
281,281,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
282,282,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
283,283,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
284,284,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
285,285,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
286,286,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
287,287,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
288,288,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
289,289,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
290,290,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
291,291,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
292,292,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
293,293,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
294,294,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
295,295,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
296,296,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
297,297,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
298,298,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
299,299,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
300,300,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
301,301,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
302,302,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
303,303,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
304,304,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
305,305,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
306,306,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
307,307,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
308,308,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
309,309,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
310,310,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
311,311,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
312,312,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
313,313,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
314,314,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
315,315,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
316,316,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
317,317,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
318,318,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
319,319,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
320,320,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
321,321,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
322,322,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
323,323,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
324,324,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
325,325,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
326,326,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
327,327,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
328,328,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
329,329,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
330,330,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
331,331,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
332,332,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
333,333,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
334,334,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
335,335,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
336,336,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
337,337,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
338,338,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
339,339,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
340,340,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
341,341,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
342,342,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
343,343,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
344,344,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
345,345,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
346,346,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
347,347,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
348,348,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
349,349,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
350,350,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
351,351,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
352,352,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
353,353,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
354,354,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
355,355,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
356,356,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
357,357,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
358,358,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
359,359,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
360,360,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
361,361,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
362,362,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
363,363,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
364,364,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
365,365,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
366,366,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
367,367,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
368,368,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
369,369,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
370,370,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
371,371,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
372,372,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
373,373,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
374,374,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
375,375,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
376,376,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
377,377,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
378,378,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
379,379,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
380,380,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
381,381,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
382,382,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
383,383,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
384,384,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
385,385,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
386,386,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
387,387,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
388,388,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
389,389,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
390,390,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
391,391,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
392,392,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
393,393,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
394,394,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
395,395,36.804093146000014,239.2254736526907,GA,200,0.55,200,0.55
