,Iterations,Fitness,Time,State,runner_name,schedule,Temperature
0,1,397.6856192948769,0.0006963760000000541,[7 4 5 2 1 0 6 3],SA,1,1
1,2,397.6856192948769,0.0015961229999998938,[7 4 5 2 1 0 6 3],SA,1,1
2,4,394.25268355950817,0.0022648670000000592,[7 4 5 2 3 0 6 1],SA,1,1
3,8,307.5830196332887,0.0035491110000001047,[4 3 5 1 2 0 6 7],SA,1,1
4,16,307.5830196332887,0.005274518000000006,[4 3 5 1 2 0 6 7],SA,1,1
5,32,288.7468759396365,0.00921398799999995,[4 3 1 5 6 0 2 7],SA,1,1
6,64,249.9298525323842,0.016017202000000008,[4 1 3 5 6 0 2 7],SA,1,1
7,128,239.22547365269077,0.028903528999999928,[4 1 3 5 6 2 0 7],SA,1,1
8,256,239.22547365269077,0.0579587800000001,[4 1 3 5 6 2 0 7],SA,1,1
9,512,239.22547365269077,0.1157252230000001,[4 1 3 5 6 2 0 7],SA,1,1
10,1024,239.22547365269077,0.25257572500000003,[4 1 3 5 6 2 0 7],SA,1,1
11,2048,239.22547365269077,0.6021581490000001,[4 1 3 5 6 2 0 7],SA,1,1
12,4096,239.22547365269077,1.447691895,[4 1 3 5 6 2 0 7],SA,1,1
13,8192,239.22547365269077,1.9635566860000002,[4 1 3 5 6 2 0 7],SA,1,1
14,1,397.6856192948769,0.0005575119999998712,[7 4 5 2 1 0 6 3],SA,10,10
15,2,397.6856192948769,0.0011839479999999902,[7 4 5 2 1 0 6 3],SA,10,10
16,4,394.25268355950817,0.00189948200000023,[7 4 5 2 3 0 6 1],SA,10,10
17,8,307.5830196332887,0.0031301329999999794,[4 3 5 1 2 0 6 7],SA,10,10
18,16,295.5365066130937,0.004898144999999854,[4 3 5 6 0 2 1 7],SA,10,10
19,32,274.2749321608114,0.008275091000000234,[1 3 5 6 0 2 4 7],SA,10,10
20,64,249.9298525323842,0.014684660999999988,[1 3 5 6 0 2 7 4],SA,10,10
21,128,239.92731139856843,0.027173481000000166,[1 3 5 2 6 0 7 4],SA,10,10
22,256,239.92731139856843,0.05283532699999993,[1 3 5 2 6 0 7 4],SA,10,10
23,512,239.22547365269077,0.10708834699999992,[1 3 5 6 2 0 7 4],SA,10,10
24,1024,239.22547365269077,0.23373917099999986,[1 3 5 6 2 0 7 4],SA,10,10
25,2048,239.22547365269077,0.5625173019999998,[1 3 5 6 2 0 7 4],SA,10,10
26,4096,239.22547365269077,1.389895138,[1 3 5 6 2 0 7 4],SA,10,10
27,8192,239.22547365269077,2.036961677,[1 3 5 6 2 0 7 4],SA,10,10
28,1,418.4712389829482,0.0004997879999999455,[3 4 5 2 1 0 6 7],SA,50,50
29,2,392.31178947172805,0.0009256529999994711,[3 4 5 2 1 6 0 7],SA,50,50
30,4,341.5515654795148,0.001579676999999613,[3 4 5 2 0 6 7 1],SA,50,50
31,8,322.30394907363694,0.002590163999999895,[1 4 5 6 0 2 7 3],SA,50,50
32,16,380.69100457782486,0.004815309999999684,[1 2 5 3 6 4 0 7],SA,50,50
33,32,357.17894863119477,0.008919242999999355,[5 1 3 0 2 6 4 7],SA,50,50
34,64,335.45676653197563,0.016801408000000073,[2 7 4 1 0 5 3 6],SA,50,50
35,128,279.74226641550473,0.031115262000000143,[3 1 4 2 7 0 6 5],SA,50,50
36,256,239.22547365269074,0.057302662999999754,[2 6 5 3 1 4 7 0],SA,50,50
37,512,239.22547365269074,0.11233602599999948,[2 6 5 3 1 4 7 0],SA,50,50
38,1024,239.22547365269074,0.2430334030000001,[2 6 5 3 1 4 7 0],SA,50,50
39,2048,239.22547365269074,0.5660040649999996,[2 6 5 3 1 4 7 0],SA,50,50
40,4096,239.22547365269074,1.3931562839999998,[2 6 5 3 1 4 7 0],SA,50,50
41,8192,239.22547365269074,2.0796789209999993,[2 6 5 3 1 4 7 0],SA,50,50
42,1,418.4712389829482,0.0005027619999999899,[3 4 5 2 1 0 6 7],SA,100,100
43,2,392.31178947172805,0.0009363379999998145,[3 4 5 2 1 6 0 7],SA,100,100
44,4,341.5515654795148,0.001601581000000074,[3 4 5 2 0 6 7 1],SA,100,100
45,8,363.25979205286774,0.0026448759999997407,[3 6 5 4 0 2 7 1],SA,100,100
46,16,403.6497496381653,0.004847232000000368,[1 7 5 3 2 0 4 6],SA,100,100
47,32,365.91281067547067,0.008882014000000105,[2 5 0 6 1 3 7 4],SA,100,100
48,64,338.6974141494435,0.016794697999999997,[6 2 3 5 1 0 7 4],SA,100,100
49,128,325.5169893249215,0.03308620399999995,[0 7 3 5 6 2 1 4],SA,100,100
50,256,239.9273113985684,0.06049803300000001,[7 4 1 3 5 2 6 0],SA,100,100
51,512,239.22547365269074,0.11490723699999972,[7 4 1 3 5 6 2 0],SA,100,100
52,1024,239.22547365269074,0.2443582900000001,[7 4 1 3 5 6 2 0],SA,100,100
53,2048,239.22547365269074,0.5684723969999999,[7 4 1 3 5 6 2 0],SA,100,100
54,4096,239.22547365269074,1.4075795959999997,[7 4 1 3 5 6 2 0],SA,100,100
55,8192,239.22547365269074,2.245565806,[7 4 1 3 5 6 2 0],SA,100,100
