,Iterations,Fitness,Time,State,runner_name,pop_size,mutation_prob,Population Size,Mutation Rate
0,1,14.0,0.022145271000002964,[1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
1,2,14.0,0.040939292000000904,[1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
2,4,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
3,8,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
4,16,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
5,32,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
6,64,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
7,128,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
8,256,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
9,512,15.0,0.07414167200000321,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.55,200,0.55
10,1,14.0,0.01979943199999923,[1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
11,2,14.0,0.03419844800000149,[1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
12,4,14.0,0.06052006000000176,[1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
13,8,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
14,16,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
15,32,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
16,64,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
17,128,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
18,256,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
19,512,15.0,0.11267743000000152,[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1],GA,200,0.65,200,0.65
