,Iterations,Fitness,Time,State,runner_name,current_restart,Restarts
0,1,397.6856192948769,0.0005217179996179766,[7 4 5 2 1 0 6 3],RHC,0,15
1,2,397.6856192948769,0.0009024109999700158,[7 4 5 2 1 0 6 3],RHC,0,15
2,4,370.2877281680156,0.001495499999691674,[7 4 0 2 1 5 6 3],RHC,0,15
3,8,340.63745261888005,0.002574780000031751,[7 2 0 4 1 5 3 6],RHC,0,15
4,16,291.3935862026629,0.004460929999822838,[6 2 7 4 1 5 3 0],RHC,0,15
5,32,264.33326691022916,0.007998491999842372,[6 0 7 4 1 5 3 2],RHC,0,15
6,64,264.33326691022916,0.04427350999958435,[6 0 7 4 1 5 3 2],RHC,0,15
7,1,358.7379585830176,0.04478482199965583,[7 4 3 6 0 1 5 2],RHC,1,15
8,2,358.7379585830176,0.045100235999598226,[7 4 3 6 0 1 5 2],RHC,1,15
9,4,358.7379585830176,0.045588953999867954,[7 4 3 6 0 1 5 2],RHC,1,15
10,8,340.90880371342223,0.04660082199961835,[7 4 5 6 2 1 3 0],RHC,1,15
11,16,319.9137602301535,0.04834867799991116,[4 7 5 3 2 0 6 1],RHC,1,15
12,32,249.92985253238416,0.05175939599985213,[3 1 4 7 2 0 6 5],RHC,1,15
13,64,239.22547365269074,0.05750940600000831,[3 1 4 7 0 2 6 5],RHC,1,15
14,1,364.3363380214152,0.05803015699984826,[7 4 5 0 6 1 3 2],RHC,2,15
15,2,364.3363380214152,0.058462614999825746,[7 4 5 0 6 1 3 2],RHC,2,15
16,4,362.62157280116674,0.05903718599984131,[7 3 5 0 6 1 4 2],RHC,2,15
17,8,362.62157280116674,0.059935038999810786,[7 3 5 0 6 1 4 2],RHC,2,15
18,16,308.83850289706777,0.0616800239999975,[3 5 6 0 7 1 4 2],RHC,2,15
19,32,239.22547365269074,0.06537557199999355,[3 5 6 2 0 7 4 1],RHC,2,15
20,64,239.22547365269074,0.07127739499992458,[3 5 6 2 0 7 4 1],RHC,2,15
21,1,392.82144964992733,0.07187601399982668,[3 5 7 6 1 4 2 0],RHC,3,15
22,2,392.82144964992733,0.07218523399978949,[3 5 7 6 1 4 2 0],RHC,3,15
23,4,392.82144964992733,0.07267191299979459,[3 5 7 6 1 4 2 0],RHC,3,15
24,8,355.5154550780172,0.07360609199986357,[3 5 7 0 1 4 2 6],RHC,3,15
25,16,330.7616653689454,0.0753398339998057,[0 5 2 3 1 4 7 6],RHC,3,15
26,32,239.92731139856843,0.07853269099996396,[6 2 5 3 1 4 7 0],RHC,3,15
27,64,239.92731139856843,0.0846062659998097,[6 2 5 3 1 4 7 0],RHC,3,15
28,1,410.8438228446371,0.08520049499975357,[3 1 2 7 6 5 4 0],RHC,4,15
29,2,386.9251769030172,0.08559039499959908,[2 1 3 7 6 5 4 0],RHC,4,15
30,4,327.69453665149575,0.0861588650000158,[2 1 3 7 4 5 6 0],RHC,4,15
31,8,327.69453665149575,0.08700156199984121,[2 1 3 7 4 5 6 0],RHC,4,15
32,16,320.7815636409157,0.088692157999958,[2 1 3 4 7 5 6 0],RHC,4,15
33,32,280.14337790141917,0.09224383299988403,[2 5 3 4 1 7 0 6],RHC,4,15
34,64,239.2254736526907,0.09830017599961138,[6 5 3 1 4 7 0 2],RHC,4,15
35,1,371.8399341268464,0.0988173559999268,[4 3 6 0 7 1 2 5],RHC,5,15
36,2,371.8399341268464,0.0992317379996166,[4 3 6 0 7 1 2 5],RHC,5,15
37,4,342.24598401437464,0.09978062799973486,[3 4 6 0 7 1 2 5],RHC,5,15
38,8,337.5557030444724,0.10097198199991908,[3 4 6 0 7 2 1 5],RHC,5,15
39,16,337.5557030444724,0.10256546399978106,[3 4 6 0 7 2 1 5],RHC,5,15
40,32,278.74433480582076,0.10554959199998848,[3 4 7 0 6 2 5 1],RHC,5,15
41,64,239.2254736526907,0.11228560199970161,[1 4 7 0 2 6 5 3],RHC,5,15
42,1,371.468026291687,0.11286903499967593,[5 6 3 4 1 2 7 0],RHC,6,15
43,2,371.468026291687,0.11316767299967978,[5 6 3 4 1 2 7 0],RHC,6,15
44,4,371.468026291687,0.11364049299982071,[5 6 3 4 1 2 7 0],RHC,6,15
45,8,368.1937360617354,0.1145484599996962,[5 6 3 4 1 0 7 2],RHC,6,15
46,16,349.87652192868643,0.11628700299979755,[3 6 5 4 2 0 7 1],RHC,6,15
47,32,239.22547365269077,0.11951384299982237,[1 3 5 6 2 0 7 4],RHC,6,15
48,64,239.22547365269077,0.12537419199998112,[1 3 5 6 2 0 7 4],RHC,6,15
49,1,344.48721254461987,0.12587690600003043,[3 4 1 7 5 6 0 2],RHC,7,15
50,2,344.48721254461987,0.1261817439999504,[3 4 1 7 5 6 0 2],RHC,7,15
