,Fitness,Time,Restarts,Iteration,TrainAcc,TestAcc
0,2.632615659326599,163.758419224,50,0,0.7409638554216867,0.7142857142857143
1,2.6226573727045066,163.758419224,50,1,0.7409638554216867,0.7142857142857143
2,2.6226573727045066,163.758419224,50,2,0.7409638554216867,0.7142857142857143
3,2.622415972584685,163.758419224,50,3,0.7409638554216867,0.7142857142857143
4,2.59581812263889,163.758419224,50,4,0.7409638554216867,0.7142857142857143
5,2.59581812263889,163.758419224,50,5,0.7409638554216867,0.7142857142857143
6,2.59581812263889,163.758419224,50,6,0.7409638554216867,0.7142857142857143
7,2.59581812263889,163.758419224,50,7,0.7409638554216867,0.7142857142857143
8,2.595815548502024,163.758419224,50,8,0.7409638554216867,0.7142857142857143
9,2.595815548502024,163.758419224,50,9,0.7409638554216867,0.7142857142857143
10,2.595815548502024,163.758419224,50,10,0.7409638554216867,0.7142857142857143
11,2.595815548502024,163.758419224,50,11,0.7409638554216867,0.7142857142857143
12,2.595815548502024,163.758419224,50,12,0.7409638554216867,0.7142857142857143
13,2.595815548502024,163.758419224,50,13,0.7409638554216867,0.7142857142857143
14,2.583838854029316,163.758419224,50,14,0.7409638554216867,0.7142857142857143
15,2.5750788324294493,163.758419224,50,15,0.7409638554216867,0.7142857142857143
16,2.5750788324294493,163.758419224,50,16,0.7409638554216867,0.7142857142857143
17,2.5750788324294493,163.758419224,50,17,0.7409638554216867,0.7142857142857143
18,2.5750788324294493,163.758419224,50,18,0.7409638554216867,0.7142857142857143
19,2.5750788324294493,163.758419224,50,19,0.7409638554216867,0.7142857142857143
20,2.5525857116285917,163.758419224,50,20,0.7409638554216867,0.7142857142857143
21,2.5525857116285917,163.758419224,50,21,0.7409638554216867,0.7142857142857143
22,2.5465288198551326,163.758419224,50,22,0.7409638554216867,0.7142857142857143
23,2.5132255341308296,163.758419224,50,23,0.7409638554216867,0.7142857142857143
24,2.5127074537675895,163.758419224,50,24,0.7409638554216867,0.7142857142857143
25,2.5127074537675895,163.758419224,50,25,0.7409638554216867,0.7142857142857143
26,2.5112939559590575,163.758419224,50,26,0.7409638554216867,0.7142857142857143
27,2.4998441623212617,163.758419224,50,27,0.7409638554216867,0.7142857142857143
28,2.4984844653748732,163.758419224,50,28,0.7409638554216867,0.7142857142857143
29,2.4984844653748732,163.758419224,50,29,0.7409638554216867,0.7142857142857143
30,2.481724688405665,163.758419224,50,30,0.7409638554216867,0.7142857142857143
31,2.481724688405665,163.758419224,50,31,0.7409638554216867,0.7142857142857143
32,2.481724688405665,163.758419224,50,32,0.7409638554216867,0.7142857142857143
33,2.481724688405665,163.758419224,50,33,0.7409638554216867,0.7142857142857143
34,2.455015364120918,163.758419224,50,34,0.7409638554216867,0.7142857142857143
35,2.455015364120918,163.758419224,50,35,0.7409638554216867,0.7142857142857143
36,2.455015364120918,163.758419224,50,36,0.7409638554216867,0.7142857142857143
37,2.4455849235398497,163.758419224,50,37,0.7409638554216867,0.7142857142857143
38,2.4455849235398497,163.758419224,50,38,0.7409638554216867,0.7142857142857143
39,2.4261151088501616,163.758419224,50,39,0.7409638554216867,0.7142857142857143
40,2.4225845619552273,163.758419224,50,40,0.7409638554216867,0.7142857142857143
41,2.422551748915705,163.758419224,50,41,0.7409638554216867,0.7142857142857143
42,2.422551748915705,163.758419224,50,42,0.7409638554216867,0.7142857142857143
43,2.4225510156375782,163.758419224,50,43,0.7409638554216867,0.7142857142857143
44,2.4225510156375782,163.758419224,50,44,0.7409638554216867,0.7142857142857143
45,2.4225510156375782,163.758419224,50,45,0.7409638554216867,0.7142857142857143
46,2.407994551385558,163.758419224,50,46,0.7409638554216867,0.7142857142857143
47,2.407994551385558,163.758419224,50,47,0.7409638554216867,0.7142857142857143
48,2.407994551385558,163.758419224,50,48,0.7409638554216867,0.7142857142857143
49,2.407994551385558,163.758419224,50,49,0.7409638554216867,0.7142857142857143
50,2.4079709546156307,163.758419224,50,50,0.7409638554216867,0.7142857142857143
51,2.406172751980383,163.758419224,50,51,0.7409638554216867,0.7142857142857143
52,2.406172751980383,163.758419224,50,52,0.7409638554216867,0.7142857142857143
53,2.406172751980383,163.758419224,50,53,0.7409638554216867,0.7142857142857143
